Person code,Person name,Project code,Project name,Activity code,Activity name,Decimal,Price,Year,Month
Anton,Anton De Prijcker,140408 De Maere,140408 De Maere,Maatwerk MAKEN,Maatwerk MAKEN,1.02,39.65,2014,10
Anton,Anton De Prijcker,140408 De Maere,140408 De Maere,Maatwerk PLAATSEN,Maatwerk PLAATSEN,3,117,2014,10
Piet,Piet Van Dender,140408 De Maere,140408 De Maere,Maatwerk PLAATSEN,Maatwerk PLAATSEN,4.13,161.2,2014,10
Piet,Piet Van Dender,140408 De Maere,140408 De Maere,Maatwerk PLAATSEN,Maatwerk PLAATSEN,4.17,162.5,2014,10
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,VDP - economische werkloos,VDP - economisch werkloos,9,0,2014,10
Anton,Anton De Prijcker,VDP,VDP INTERIEUR BVBA,VDP - economische werkloos,VDP - economisch werkloos,9,0,2014,10
Anton,Anton De Prijcker,VDP,VDP INTERIEUR BVBA,VDP - economische werkloos,VDP - economisch werkloos,9,0,2014,10
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,VDP - economische werkloos,VDP - economisch werkloos,9,0,2014,10
Anton,Anton De Prijcker,VDP,VDP INTERIEUR BVBA,VDP - economische werkloos,VDP - economisch werkloos,9,0,2014,10
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,VDP - economische werkloos,VDP - economisch werkloos,9,0,2014,10
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,VDP - economische werkloos,VDP - economisch werkloos,9,0,2014,10
Anton,Anton De Prijcker,VDP,VDP INTERIEUR BVBA,VDP - economische werkloos,VDP - economisch werkloos,9,0,2014,10
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,VDP - economische werkloos,VDP - economisch werkloos,9,0,2014,10
Anton,Anton De Prijcker,VDP,VDP INTERIEUR BVBA,VDP - economische werkloos,VDP - economisch werkloos,9,0,2014,10
Anton,Anton De Prijcker,VDP,VDP INTERIEUR BVBA,VDP - economische werkloos,VDP - economisch werkloos,9,0,2014,10
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,VDP - economische werkloos,VDP - economisch werkloos,9,0,2014,10
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,Administratie,Administratie,1.8,0,2014,10
Anton,Anton De Prijcker,140329B HOLVOET,140329B HOLVOET,X Extra werk allerlei,X Extra werk allerlei,2.15,83.85,2014,10
Anton,Anton De Prijcker,140329B HOLVOET,140329B HOLVOET,X Extra werk allerlei,X Extra werk allerlei,1.2,46.8,2014,10
Piet,Piet Van Dender,140329B HOLVOET,140329B HOLVOET,X Extra werk allerlei,X Extra werk allerlei,2.15,83.85,2014,10
Anton,Anton De Prijcker,VDP,VDP INTERIEUR BVBA,Z Opkuisen atelier,Z Opkuisen atelier,0.28,0,2014,10
Anton,Anton De Prijcker,VDP,VDP INTERIEUR BVBA,Z Opkuisen atelier,Z Opkuisen atelier,4.03,0,2014,10
Piet,Piet Van Dender,140329B HOLVOET,140329B HOLVOET,X Extra werk allerlei,X Extra werk allerlei,1.2,46.8,2014,10
Piet,Piet Van Dender,140329B HOLVOET,140329B HOLVOET,X Extra werk allerlei,X Extra werk allerlei,0.65,25.35,2014,10
Piet,Piet Van Dender,140329B HOLVOET,140329B HOLVOET,X GYPROCWERKEN,X GYPROCWERKEN,2.4,93.6,2014,10
Piet,Piet Van Dender,140329B HOLVOET,140329B HOLVOET,X GYPROCWERKEN,X GYPROCWERKEN,2.85,111.15,2014,10
Piet,Piet Van Dender,140329B HOLVOET,140329B HOLVOET,X Extra werk allerlei,X Extra werk allerlei,0.88,34.45,2014,10
Anton,Anton De Prijcker,140329B HOLVOET,140329B HOLVOET,X Extra werk allerlei,X Extra werk allerlei,0.65,25.35,2014,10
Anton,Anton De Prijcker,140329B HOLVOET,140329B HOLVOET,X GYPROCWERKEN,X GYPROCWERKEN,2.4,93.6,2014,10
Anton,Anton De Prijcker,140329B HOLVOET,140329B HOLVOET,X GYPROCWERKEN,X GYPROCWERKEN,2.83,110.5,2014,10
Anton,Anton De Prijcker,140329B HOLVOET,140329B HOLVOET,X Extra werk allerlei,X Extra werk allerlei,0.87,33.8,2014,10
Anton,Anton De Prijcker,140329B HOLVOET,140329B HOLVOET,Maatwerk PLAATSEN,Maatwerk PLAATSEN,0.27,10.4,2014,10
Anton,Anton De Prijcker,VDP,VDP INTERIEUR BVBA,Z Opkuisen atelier,Z Opkuisen atelier,2.37,0,2014,10
Anton,Anton De Prijcker,140348 Landgoed Simonne,140348 Landgoed simonne,Maatwerk PLAATSEN,Maatwerk PLAATSEN,0.5,19.5,2014,10
Piet,Piet Van Dender,140329B HOLVOET,140329B HOLVOET,X GYPROCWERKEN,X GYPROCWERKEN,0.5,19.5,2014,10
Piet,Piet Van Dender,140329B HOLVOET,140329B HOLVOET,Maatwerk PLAATSEN,Maatwerk PLAATSEN,0,0,2014,10
Piet,Piet Van Dender,140329B HOLVOET,140329B HOLVOET,X Extra werk allerlei,X Extra werk allerlei,1.38,53.95,2014,10
Anton,Anton De Prijcker,140409 De Munck - 1e verdiep + laden hal,140409 De Munck - 1e verdiep + laden hal,Maatwerk MAKEN,Maatwerk MAKEN,1.2,46.8,2014,10
Anton,Anton De Prijcker,VDP,VDP INTERIEUR BVBA,Z Opkuisen atelier,Z Opkuisen atelier,1.98,0,2014,10
Anton,Anton De Prijcker,140329B HOLVOET,140329B HOLVOET,X Extra werk allerlei,X Extra werk allerlei,1.38,53.95,2014,10
Anton,Anton De Prijcker,140329B HOLVOET,140329B HOLVOET,X GYPROCWERKEN,X GYPROCWERKEN,0.5,19.5,2014,10
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,Administratie,Administratie,2.5,0,2014,10
Piet,Piet Van Dender,140348 Landgoed Simonne,140348 Landgoed simonne,Maatwerk PLAATSEN,Maatwerk PLAATSEN,1,39,2014,10
Piet,Piet Van Dender,140348 Landgoed Simonne,140348 Landgoed simonne,Maatwerk PLAATSEN,Maatwerk PLAATSEN,1,39,2014,10
Piet,Piet Van Dender,140348 Landgoed Simonne,140348 Landgoed simonne,Maatwerk PLAATSEN,Maatwerk PLAATSEN,3,117,2014,10
Anton,Anton De Prijcker,140348 Landgoed Simonne,140348 Landgoed simonne,Maatwerk PLAATSEN,Maatwerk PLAATSEN,4.33,169,2014,10
Piet,Piet Van Dender,140348 Landgoed Simonne,140348 Landgoed simonne,Maatwerk PLAATSEN,Maatwerk PLAATSEN,4,156,2014,10
Anton,Anton De Prijcker,140348 Landgoed Simonne,140348 Landgoed simonne,Maatwerk PLAATSEN,Maatwerk PLAATSEN,4,156,2014,10
Piet,Piet Van Dender,140303 KINDERS BOSTEELS,KINDERS BOSTEELS,Maatwerk PLAATSEN,Maatwerk PLAATSEN,1.65,64.35,2014,10
Piet,Piet Van Dender,140303 KINDERS BOSTEELS,KINDERS BOSTEELS,Maatwerk PLAATSEN,Maatwerk PLAATSEN,3,117,2014,10
Piet,Piet Van Dender,140303 KINDERS BOSTEELS,KINDERS BOSTEELS,X Extra werk allerlei,X Extra werk allerlei,1.02,39.65,2014,10
Piet,Piet Van Dender,140303 KINDERS BOSTEELS,KINDERS BOSTEELS,X Extra werk allerlei,X Extra werk allerlei,1.12,43.55,2014,10
Piet,Piet Van Dender,140303 KINDERS BOSTEELS,KINDERS BOSTEELS,Maatwerk PLAATSEN,Maatwerk PLAATSEN,0.5,19.5,2014,10
Anton,Anton De Prijcker,140303 KINDERS BOSTEELS,KINDERS BOSTEELS,Maatwerk PLAATSEN,Maatwerk PLAATSEN,1.2,46.8,2014,10
Anton,Anton De Prijcker,140303 KINDERS BOSTEELS,KINDERS BOSTEELS,Maatwerk MAKEN,Maatwerk MAKEN,0,0,2014,10
Anton,Anton De Prijcker,140303 KINDERS BOSTEELS,KINDERS BOSTEELS,X Extra werk allerlei,X Extra werk allerlei,3.08,120.25,2014,10
Anton,Anton De Prijcker,140303 KINDERS BOSTEELS,KINDERS BOSTEELS,X Extra werk allerlei,X Extra werk allerlei,0.65,25.35,2014,10
Anton,Anton De Prijcker,140303 KINDERS BOSTEELS,KINDERS BOSTEELS,Maatwerk PLAATSEN,Maatwerk PLAATSEN,2.4,93.6,2014,10
Anton,Anton De Prijcker,140303 KINDERS BOSTEELS,KINDERS BOSTEELS,Maatwerk MAKEN,Maatwerk MAKEN,1.02,39.65,2014,10
Anton,Anton De Prijcker,VDP,VDP INTERIEUR BVBA,Z Opkuisen atelier,Z Opkuisen atelier,0.07,0,2014,10
Piet,Piet Van Dender,140303 KINDERS BOSTEELS,KINDERS BOSTEELS,X Extra werk allerlei,X Extra werk allerlei,0.98,38.35,2014,10
Anton,Anton De Prijcker,140303 KINDERS BOSTEELS,KINDERS BOSTEELS,Maatwerk MAKEN,Maatwerk MAKEN,0.47,18.2,2014,10
Anton,Anton De Prijcker,140303 KINDERS BOSTEELS,KINDERS BOSTEELS,Maatwerk MAKEN,Maatwerk MAKEN,0.1,3.9,2014,10
Anton,Anton De Prijcker,140409 De Munck - 1e verdiep + laden hal,140409 De Munck - 1e verdiep + laden hal,Maatwerk MAKEN,Maatwerk MAKEN,1.97,76.7,2014,10
Piet,Piet Van Dender,140303 KINDERS BOSTEELS,KINDERS BOSTEELS,Maatwerk MAKEN,Maatwerk MAKEN,0.17,6.5,2014,10
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,Administratie,Administratie,1.17,0,2014,10
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,Administratie,Administratie,0.42,0,2014,10
Anton,Anton De Prijcker,140409 De Munck - 1e verdiep + laden hal,140409 De Munck - 1e verdiep + laden hal,Maatwerk MAKEN,Maatwerk MAKEN,3.55,138.45,2014,10
Anton,Anton De Prijcker,VDP,VDP INTERIEUR BVBA,Z Opkuisen atelier,Z Opkuisen atelier,1.92,0,2014,10
Piet,Piet Van Dender,140303 KINDERS BOSTEELS,KINDERS BOSTEELS,Maatwerk MAKEN,Maatwerk MAKEN,2.32,90.35,2014,10
Anton,Anton De Prijcker,140409 De Munck - 1e verdiep + laden hal,140409 De Munck - 1e verdiep + laden hal,Maatwerk MAKEN,Maatwerk MAKEN,3.92,152.75,2014,10
Piet,Piet Van Dender,140303 KINDERS BOSTEELS,KINDERS BOSTEELS,Maatwerk MAKEN,Maatwerk MAKEN,2.08,81.25,2014,10
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,Administratie,Administratie,1.7,0,2014,10
Piet,Piet Van Dender,140328 Guldemont,140328 Guldemont,Maatwerk PLAATSEN,Maatwerk PLAATSEN,2.12,82.55,2014,10
Piet,Piet Van Dender,140409 De Munck - 1e verdiep + laden hal,140409 De Munck - 1e verdiep + laden hal,Maatwerk MAKEN,Maatwerk MAKEN,0.87,33.8,2014,10
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,Administratie,Administratie,0.92,0,2014,10
Anton,Anton De Prijcker,140409 De Munck - 1e verdiep + laden hal,140409 De Munck - 1e verdiep + laden hal,Maatwerk MAKEN,Maatwerk MAKEN,4,156,2014,10
Piet,Piet Van Dender,140303 KINDERS BOSTEELS,KINDERS BOSTEELS,Maatwerk MAKEN,Maatwerk MAKEN,2.47,96.2,2014,10
Piet,Piet Van Dender,140303 KINDERS BOSTEELS,KINDERS BOSTEELS,Maatwerk MAKEN,Maatwerk MAKEN,0.37,14.3,2014,10
Anton,Anton De Prijcker,VDP,VDP INTERIEUR BVBA,Z Opkuisen atelier,Z Opkuisen atelier,3.08,0,2014,10
Anton,Anton De Prijcker,140303 KINDERS BOSTEELS,KINDERS BOSTEELS,Maatwerk MAKEN,Maatwerk MAKEN,1,39,2014,10
Anton,Anton De Prijcker,140408 De Maere,140408 De Maere,Maatwerk MAKEN,Maatwerk MAKEN,2.98,116.35,2014,10
Piet,Piet Van Dender,140303 KINDERS BOSTEELS,KINDERS BOSTEELS,Maatwerk MAKEN,Maatwerk MAKEN,3.13,122.2,2014,10
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,Administratie,Administratie,2.25,0,2014,10
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,Administratie,Administratie,0.62,0,2014,10
Anton,Anton De Prijcker,140409 De Munck - 1e verdiep + laden hal,140409 De Munck - 1e verdiep + laden hal,Maatwerk MAKEN,Maatwerk MAKEN,0.95,37.05,2014,10
Piet,Piet Van Dender,140408 De Maere,140408 De Maere,Maatwerk MAKEN,Maatwerk MAKEN,0.5,19.5,2014,10
Anton,Anton De Prijcker,140358 Rentibo,140358 Rentibo,Maatwerk MAKEN,Maatwerk MAKEN,1.67,65,2014,9
Anton,Anton De Prijcker,140408 De Maere,140408 De Maere,Maatwerk MAKEN,Maatwerk MAKEN,0.45,17.55,2014,9
Piet,Piet Van Dender,140358 Rentibo,140358 Rentibo,Maatwerk MAKEN,Maatwerk MAKEN,1.67,65,2014,9
Anton,Anton De Prijcker,140358 Rentibo,140358 Rentibo,Maatwerk PLAATSEN,Maatwerk PLAATSEN,0.7,27.3,2014,9
Anton,Anton De Prijcker,140358 Rentibo,140358 Rentibo,Maatwerk MAKEN,Maatwerk MAKEN,1.2,46.8,2014,9
Piet,Piet Van Dender,140358 Rentibo,140358 Rentibo,Maatwerk MAKEN,Maatwerk MAKEN,0.48,18.85,2014,9
Piet,Piet Van Dender,140358 Rentibo,140358 Rentibo,Maatwerk MAKEN,Maatwerk MAKEN,1.97,76.7,2014,9
Piet,Piet Van Dender,140358 Rentibo,140358 Rentibo,Maatwerk PLAATSEN,Maatwerk PLAATSEN,4.45,173.55,2014,9
Anton,Anton De Prijcker,140358 Rentibo,140358 Rentibo,Maatwerk PLAATSEN,Maatwerk PLAATSEN,4,156,2014,9
Piet,Piet Van Dender,140328 Guldemont,140328 Guldemont,Z Transport,Z Transport,0.78,30.55,2014,9
Anton,Anton De Prijcker,140328 Guldemont,140328 Guldemont,Maatwerk MAKEN,Maatwerk MAKEN,0.55,21.45,2014,9
Anton,Anton De Prijcker,140328 Guldemont,140328 Guldemont,Z Transport,Z Transport,1.07,41.6,2014,9
Anton,Anton De Prijcker,140328 Guldemont,140328 Guldemont,Maatwerk PLAATSEN,Maatwerk PLAATSEN,2.42,94.25,2014,9
Anton,Anton De Prijcker,140328 Guldemont,140328 Guldemont,Maatwerk PLAATSEN,Maatwerk PLAATSEN,1.82,70.85,2014,9
Anton,Anton De Prijcker,140328 Guldemont,140328 Guldemont,Z Transport,Z Transport,0.8,31.2,2014,9
Anton,Anton De Prijcker,140328 Guldemont,140328 Guldemont,Maatwerk MAKEN,Maatwerk MAKEN,0.73,28.6,2014,9
Anton,Anton De Prijcker,140408 De Maere,140408 De Maere,Maatwerk MAKEN,Maatwerk MAKEN,0.72,27.95,2014,9
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,Administratie,Administratie,0.8,0,2014,9
Piet,Piet Van Dender,140328 Guldemont,140328 Guldemont,Maatwerk PLAATSEN,Maatwerk PLAATSEN,0.63,24.7,2014,9
Piet,Piet Van Dender,140328 Guldemont,140328 Guldemont,Z Transport,Z Transport,1.07,41.6,2014,9
Piet,Piet Van Dender,140328 Guldemont,140328 Guldemont,Maatwerk PLAATSEN,Maatwerk PLAATSEN,2.42,94.25,2014,9
Piet,Piet Van Dender,140328 Guldemont,140328 Guldemont,Maatwerk PLAATSEN,Maatwerk PLAATSEN,1.82,70.85,2014,9
Piet,Piet Van Dender,140328 Guldemont,140328 Guldemont,Maatwerk MAKEN,Maatwerk MAKEN,0,0,2014,9
Piet,Piet Van Dender,140328 Guldemont,140328 Guldemont,Maatwerk MAKEN,Maatwerk MAKEN,0.65,25.35,2014,9
Piet,Piet Van Dender,140328 Guldemont,140328 Guldemont,Maatwerk MAKEN,Maatwerk MAKEN,0.62,24.05,2014,9
Anton,Anton De Prijcker,140328 Guldemont,140328 Guldemont,Maatwerk MAKEN,Maatwerk MAKEN,1.5,58.5,2014,9
Anton,Anton De Prijcker,140328 Guldemont,140328 Guldemont,Maatwerk MAKEN,Maatwerk MAKEN,4.05,157.95,2014,9
Piet,Piet Van Dender,140328 Guldemont,140328 Guldemont,Maatwerk MAKEN,Maatwerk MAKEN,3.97,154.7,2014,9
Anton,Anton De Prijcker,140408 De Maere,140408 De Maere,Maatwerk MAKEN,Maatwerk MAKEN,2.25,87.75,2014,9
Anton,Anton De Prijcker,140328 Guldemont,140328 Guldemont,Z Transport,Z Transport,0.82,31.85,2014,9
Anton,Anton De Prijcker,140328 Guldemont,140328 Guldemont,Maatwerk PLAATSEN,Maatwerk PLAATSEN,3.25,126.75,2014,9
Anton,Anton De Prijcker,140328 Guldemont,140328 Guldemont,Z Transport,Z Transport,1.1,42.9,2014,9
Anton,Anton De Prijcker,140328 Guldemont,140328 Guldemont,Maatwerk MAKEN,Maatwerk MAKEN,0,0,2014,9
Anton,Anton De Prijcker,140328 Guldemont,140328 Guldemont,Maatwerk PLAATSEN,Maatwerk PLAATSEN,2.98,116.35,2014,9
Piet,Piet Van Dender,140328 Guldemont,140328 Guldemont,Z Transport,Z Transport,0.82,31.85,2014,9
Piet,Piet Van Dender,140328 Guldemont,140328 Guldemont,Maatwerk PLAATSEN,Maatwerk PLAATSEN,3.25,126.75,2014,9
Piet,Piet Van Dender,140328 Guldemont,140328 Guldemont,Maatwerk PLAATSEN,Maatwerk PLAATSEN,3,117,2014,9
Piet,Piet Van Dender,140328 Guldemont,140328 Guldemont,Z Transport,Z Transport,1.07,41.6,2014,9
Anton,Anton De Prijcker,140328 Guldemont,140328 Guldemont,Z Transport,Z Transport,1.07,41.6,2014,9
Anton,Anton De Prijcker,140328 Guldemont,140328 Guldemont,Maatwerk PLAATSEN,Maatwerk PLAATSEN,4.6,179.4,2014,9
Anton,Anton De Prijcker,140328 Guldemont,140328 Guldemont,Maatwerk MAKEN,Maatwerk MAKEN,5,195,2014,9
Anton,Anton De Prijcker,140328 Guldemont,140328 Guldemont,Maatwerk MAKEN,Maatwerk MAKEN,2.23,87.1,2014,9
Piet,Piet Van Dender,140303 KINDERS BOSTEELS,KINDERS BOSTEELS,X Extra werk allerlei,X Extra werk allerlei,0.98,38.35,2014,9
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,Administratie,Administratie,2.42,0,2014,9
Piet,Piet Van Dender,140328 Guldemont,140328 Guldemont,Maatwerk PLAATSEN,Maatwerk PLAATSEN,4.6,179.4,2014,9
Piet,Piet Van Dender,140328 Guldemont,140328 Guldemont,Z Transport,Z Transport,1.07,41.6,2014,9
Anton,Anton De Prijcker,140328 Guldemont,140328 Guldemont,Maatwerk MAKEN,Maatwerk MAKEN,3.97,154.7,2014,9
Anton,Anton De Prijcker,140298 Cool,140298 Cool,Maatwerk PLAATSEN,Maatwerk PLAATSEN,4.02,156.65,2014,9
Anton,Anton De Prijcker,140298 Cool,140298 Cool,Maatwerk MAKEN,Maatwerk MAKEN,0.1,3.9,2014,9
Piet,Piet Van Dender,140328 Guldemont,140328 Guldemont,Maatwerk MAKEN,Maatwerk MAKEN,18.02,702.65,2014,9
Piet,Piet Van Dender,140298 Cool,140298 Cool,Maatwerk PLAATSEN,Maatwerk PLAATSEN,4.1,159.9,2014,9
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,Administratie,Administratie,2.43,0,2014,9
Piet,Piet Van Dender,140328 Guldemont,140328 Guldemont,Maatwerk MAKEN,Maatwerk MAKEN,1.58,61.75,2014,9
Piet,Piet Van Dender,140328 Guldemont,140328 Guldemont,Maatwerk MAKEN,Maatwerk MAKEN,1.08,42.25,2014,9
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,Administratie,Administratie,2.7,0,2014,9
Anton,Anton De Prijcker,140328 Guldemont,140328 Guldemont,Maatwerk MAKEN,Maatwerk MAKEN,2.52,98.15,2014,9
Anton,Anton De Prijcker,140303 KINDERS BOSTEELS,KINDERS BOSTEELS,Maatwerk MAKEN,Maatwerk MAKEN,1.5,58.5,2014,9
Anton,Anton De Prijcker,140303 KINDERS BOSTEELS,KINDERS BOSTEELS,Maatwerk MAKEN,Maatwerk MAKEN,2.22,86.45,2014,9
Anton,Anton De Prijcker,140298 Cool,140298 Cool,Maatwerk MAKEN,Maatwerk MAKEN,1.1,42.9,2014,9
Anton,Anton De Prijcker,140328 Guldemont,140328 Guldemont,Maatwerk MAKEN,Maatwerk MAKEN,0.75,29.25,2014,9
Anton,Anton De Prijcker,140328 Guldemont,140328 Guldemont,Maatwerk MAKEN,Maatwerk MAKEN,3.2,124.8,2014,9
Anton,Anton De Prijcker,140328 Guldemont,140328 Guldemont,Maatwerk MAKEN,Maatwerk MAKEN,0.47,18.2,2014,9
Anton,Anton De Prijcker,140328 Guldemont,140328 Guldemont,Maatwerk MAKEN,Maatwerk MAKEN,0.28,11.05,2014,9
Piet,Piet Van Dender,140328 Guldemont,140328 Guldemont,Maatwerk MAKEN,Maatwerk MAKEN,1.47,57.2,2014,9
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,Administratie,Administratie,2.63,0,2014,9
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,Administratie,Administratie,3.73,0,2014,9
Anton,Anton De Prijcker,140328 Guldemont,140328 Guldemont,Maatwerk MAKEN,Maatwerk MAKEN,4,156,2014,9
Anton,Anton De Prijcker,140328 Guldemont,140328 Guldemont,Maatwerk MAKEN,Maatwerk MAKEN,4.02,156.65,2014,9
Piet,Piet Van Dender,140328 Guldemont,140328 Guldemont,Maatwerk MAKEN,Maatwerk MAKEN,0.25,9.75,2014,9
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,Administratie,Administratie,4.52,0,2014,9
Anton,Anton De Prijcker,140328 Guldemont,140328 Guldemont,Maatwerk MAKEN,Maatwerk MAKEN,3.87,150.8,2014,9
Anton,Anton De Prijcker,140328 Guldemont,140328 Guldemont,Maatwerk MAKEN,Maatwerk MAKEN,1.03,40.3,2014,9
Anton,Anton De Prijcker,140328 Guldemont,140328 Guldemont,Maatwerk MAKEN,Maatwerk MAKEN,2.32,90.35,2014,9
Anton,Anton De Prijcker,140328 Guldemont,140328 Guldemont,Maatwerk MAKEN,Maatwerk MAKEN,4.07,158.6,2014,9
Anton,Anton De Prijcker,140328 Guldemont,140328 Guldemont,Maatwerk MAKEN,Maatwerk MAKEN,1.27,49.4,2014,9
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,Administratie,Administratie,4.03,0,2014,9
Anton,Anton De Prijcker,140304 De Cock - Borgelioen,140304 De Cock - Borgelioen,Maatwerk PLAATSEN,Maatwerk PLAATSEN,4.35,169.65,2014,9
Piet,Piet Van Dender,140304 De Cock - Borgelioen,140304 De Cock - Borgelioen,Maatwerk PLAATSEN,Maatwerk PLAATSEN,4.47,174.2,2014,9
Anton,Anton De Prijcker,140304 De Cock - Borgelioen,140304 De Cock - Borgelioen,Maatwerk MAKEN,Maatwerk MAKEN,1.47,57.2,2014,9
Anton,Anton De Prijcker,140304 De Cock - Borgelioen,140304 De Cock - Borgelioen,Maatwerk PLAATSEN,Maatwerk PLAATSEN,2.25,87.75,2014,9
Anton,Anton De Prijcker,140304 De Cock - Borgelioen,140304 De Cock - Borgelioen,Maatwerk MAKEN,Maatwerk MAKEN,0.32,12.35,2014,9
Anton,Anton De Prijcker,140304 De Cock - Borgelioen,140304 De Cock - Borgelioen,Maatwerk PLAATSEN,Maatwerk PLAATSEN,0,0,2014,9
Anton,Anton De Prijcker,140304 De Cock - Borgelioen,140304 De Cock - Borgelioen,Maatwerk PLAATSEN,Maatwerk PLAATSEN,0.4,15.6,2014,9
Piet,Piet Van Dender,140304 De Cock - Borgelioen,140304 De Cock - Borgelioen,Maatwerk PLAATSEN,Maatwerk PLAATSEN,4.35,169.65,2014,9
Anton,Anton De Prijcker,VDP,VDP INTERIEUR BVBA,Z Opkuisen atelier,Z Opkuisen atelier,0.43,0,2014,9
Anton,Anton De Prijcker,140328 Guldemont,140328 Guldemont,Maatwerk MAKEN,Maatwerk MAKEN,3.57,139.1,2014,9
Piet,Piet Van Dender,140304 De Cock - Borgelioen,140304 De Cock - Borgelioen,Maatwerk MAKEN,Maatwerk MAKEN,1.62,63.05,2014,9
Anton,Anton De Prijcker,140328 Guldemont,140328 Guldemont,Maatwerk MAKEN,Maatwerk MAKEN,3.98,155.35,2014,9
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,Administratie,Administratie,3.98,0,2014,9
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,Administratie,Administratie,0.75,0,2014,9
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,Administratie,Administratie,1.07,0,2014,9
Piet,Piet Van Dender,140325 GEERINCK,140325 GEERINCK,X Extra werk allerlei,X Extra werk allerlei,0.47,18.2,2014,9
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,Administratie,Administratie,0.05,0,2014,9
Anton,Anton De Prijcker,VDP,VDP INTERIEUR BVBA,Z Opkuisen atelier,Z Opkuisen atelier,0.37,0,2014,9
Anton,Anton De Prijcker,140322 De Munck c,140322 De Munck C Halkast,Maatwerk MAKEN,Maatwerk MAKEN,0.68,26.65,2014,9
Anton,Anton De Prijcker,140322 De Munck c,140322 De Munck C Halkast,Maatwerk PLAATSEN,Maatwerk PLAATSEN,3.1,120.9,2014,9
Anton,Anton De Prijcker,140328 Guldemont,140328 Guldemont,Maatwerk MAKEN,Maatwerk MAKEN,1.25,48.75,2014,9
Anton,Anton De Prijcker,140328 Guldemont,140328 Guldemont,Maatwerk MAKEN,Maatwerk MAKEN,1.98,77.35,2014,9
Anton,Anton De Prijcker,140328 Guldemont,140328 Guldemont,Maatwerk MAKEN,Maatwerk MAKEN,0.13,5.2,2014,9
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,Administratie,Administratie,1.23,0,2014,9
Piet,Piet Van Dender,140322 De Munck c,140322 De Munck C Halkast,Maatwerk PLAATSEN,Maatwerk PLAATSEN,3.73,145.6,2014,9
Anton,Anton De Prijcker,VDP,VDP INTERIEUR BVBA,Z Opkuisen atelier,Z Opkuisen atelier,0.53,0,2014,9
Piet,Piet Van Dender,VDP,VDP INTERIEUR BVBA,Administratie,Administratie,3.03,0,2014,9
Piet,Piet Van Dender,140325 GEERINCK,140325 GEERINCK,Maatwerk PLAATSEN,Maatwerk PLAATSEN,3.9,152.1,2014,9
Piet,Piet Van Dender,140325 GEERINCK,140325 GEERINCK,Maatwerk PLAATSEN,Maatwerk PLAATSEN,2.42,94.25,2014,9
Anton,Anton De Prijcker,140328 Guldemont,140328 Guldemont,Maatwerk MAKEN,Maatwerk MAKEN,3.15,122.85,2014,9
Anton,Anton De Prijcker,140322 De Munck c,140322 De Munck C Halkast,Maatwerk MAKEN,Maatwerk MAKEN,0.92,35.75,2014,9
Anton,Anton De Prijcker,140328 Guldemont,140328 Guldemont,Maatwerk MAKEN,Maatwerk MAKEN,3.97,154.7,2014,9
Piet,Piet Van Dender,140325 GEERINCK,140325 GEERINCK,X Extra werk allerlei,X Extra werk allerlei,1.38,53.95,2014,9
Piet,Piet Van Dender,140325 GEERINCK,140325 GEERINCK,Maatwerk MAKEN,Maatwerk MAKEN,1.47,57.2,2014,9
Piet,Piet Van Dender,140328 Guldemont,140328 Guldemont,Maatwerk MAKEN,Maatwerk MAKEN,0.75,29.25,2014,9
Piet,Piet Van Dender,140325 GEERINCK,140325 GEERINCK,Maatwerk MAKEN,Maatwerk MAKEN,2,78,2014,9
Anton,Anton De Prijcker,140298 Cool,140298 Cool,Maatwerk MAKEN,Maatwerk MAKEN,3.97,154.7,2014,9
Piet,Piet Van Dender,140298 Cool,140298 Cool,Maatwerk MAKEN,Maatwerk MAKEN,1.08,42.25,2014,9
